expenditure ID,TIF DISTRICT,AREA,DISTRICT EXPIRATION,PROJECT / EXPENDITURE,YEAR,STATUS,AMOUNT,BALANCE,REF
249,47th/State,South Side,2028-12-31,Administrative Costs ,2011,Committed,-13400,4026604,T-136
250,47th/State,South Side,2028-12-31,FY Beginning Cash Balance ,2009,Appropriated,1152820,1152820,T-136
251,47th/State,South Side,2028-12-31,Willard Square Ltd. Note Payment ,2009,Appropriated,-85767,1067054,T-136
252,47th/State,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,370393,1437447,T-136
253,47th/State,South Side,2028-12-31,Administrative Costs ,2010,Committed,-6852,1430595,T-136
254,47th/State,South Side,2028-12-31,Willard Square Ltd. Note Payment ,2010,Committed,-138000,1292595,T-136
255,47th/State,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,370393,1662987,T-136
256,47th/State,South Side,2028-12-31,Administrative Costs ,2011,Committed,-6852,1656135,T-136
257,47th/State,South Side,2028-12-31,Willard Square Ltd. Note Payment ,2011,Committed,-138000,1518135,T-136
258,47th/State,South Side,2028-12-31,FY Beginning Cash Balance ,2009,Appropriated,1157866,1157866,T-136
259,47th/State,South Side,2028-12-31,Sidewalks @ 51st/Pulaski ,2009,Appropriated,-53500,1104366,T-136
260,47th/State,South Side,2028-12-31,51st & Lawndale RDA payment  -- amount TBD ,2009,Committed,0,1104366,T-136
261,47th/State,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,744900,1849266,T-136
262,47th/State,South Side,2028-12-31,Administrative Costs ,2010,Committed,-11876,1837390,T-136
263,47th/State,South Side,2028-12-31,MSAC Ph.1 Debt Service 2010 - 51st/Archer share - Southwest Elem. ,2010,Committed,-280874,1556516,T-136
264,47th/State,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,744900,2301416,T-136
265,47th/State,South Side,2028-12-31,Administrative Costs ,2011,Committed,-11876,2289540,T-136
266,47th/State,South Side,2028-12-31,MSAC Ph.1 Debt Service 2011 - 51st/Archer share - Southwest Elem. ,2011,Committed,-352247,1937293,T-136
267,47th/State,South Side,2028-12-31,FY Beginning Cash Balance ,2009,Appropriated,2498522,2498522,T-136
268,47th/State,South Side,2028-12-31,Pre-acquisition account  -- add'l ,2009,Appropriated,-20000,2478522,T-136
269,47th/State,South Side,2028-12-31,Job Training  -- add'l ,2009,Appropriated,-157000,2321522,T-136
270,47th/State,South Side,2028-12-31,"Arterial streets ADA ramps design & construction  (min = 74,400 for design) ",2009,Appropriated,-511500,1810022,T-136
271,47th/State,South Side,2028-12-31,Cantor School ,2009,Committed,-150000,1660022,T-136
272,47th/State,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,746669,2406691,T-136
273,47th/State,South Side,2028-12-31,Administrative Costs ,2010,Committed,-13400,2393291,T-136
274,47th/State,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,746669,3139960,T-136
275,47th/State,South Side,2028-12-31,Administrative Costs ,2011,Committed,-13400,3126560,T-136
276,47th/State,South Side,2028-12-31,FY Beginning Cash Balance ,2009,Appropriated,2103103,2103103,T-136
277,47th/State,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,165766,2268869,T-136
278,47th/State,South Side,2028-12-31,Administrative Costs ,2010,Committed,-10955,2257914,T-136
279,47th/State,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,165766,2423681,T-136
280,47th/State,South Side,2028-12-31,Administrative Costs ,2011,Committed,-10955,2412726,T-136
281,63rd/Ashland,South Side,2030-12-31,FY Beginning Cash Balance ,2009,Appropriated,0,0,T-143
282,63rd/Ashland,South Side,2030-12-31,Administrative Costs ,2009,Committed,0,0,T-143
283,63rd/Ashland,South Side,2030-12-31,Demo @ 6826 S. Ashland ,2009,Committed,-19500,-19500,T-143
284,63rd/Ashland,South Side,2030-12-31,Demo @ 5541 S. Ashland ,2009,Committed,-20000,-39500,T-143
285,63rd/Ashland,South Side,2030-12-31,SBIF (-750k Auth.) ,2009,Committed,-750000,-789500,T-143
286,63rd/Ashland,South Side,2030-12-31,Neighborhood Improvement Program ,2009,Pending,-1000000,-1789500,T-143
287,63rd/Ashland,South Side,2030-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,0,-1789500,T-143
288,63rd/Ashland,South Side,2030-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,0,-1789500,T-143
289,63rd/Ashland,South Side,2030-12-31,FY Beginning Cash Balance ,2009,Appropriated,4954018,4954018,T-143
290,63rd/Ashland,South Side,2030-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,2109360,7063378,T-143
291,63rd/Ashland,South Side,2030-12-31,Administrative Costs ,2010,Committed,-35026,7028352,T-143
292,63rd/Ashland,South Side,2030-12-31,MSAC Ph.1 Debt Service 2010 - port to 51st/Archer - Southwest Elem. ,2010,Committed,-789081,6239271,T-143
293,63rd/Ashland,South Side,2030-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,2109360,8348631,T-143
294,63rd/Ashland,South Side,2030-12-31,Administrative Costs ,2011,Committed,-35026,8313605,T-143
295,63rd/Ashland,South Side,2030-12-31,SBIF Phase (-500k auth. Remaining) ,2011,Committed,-500000,7813605,T-143
296,63rd/Ashland,South Side,2030-12-31,MSAC Ph.1 Debt Service 2011 - port to 51st/Archer - Southwest Elem. ,2011,Committed,-996655,6816950,T-143
297,67th/Cicero,Southwest Side,2026-12-31,FY Beginning Cash Balance ,2009,Appropriated,307220,307220,T-124
298,67th/Cicero,Southwest Side,2026-12-31,SL Midway Payment 2009 ,2009,Appropriated,-251248,55972,T-124
299,67th/Cicero,Southwest Side,2026-12-31,Port from Greater SW IC West - Madigan Fields ,2009,Committed,2824023,2879995,T-124
300,67th/Cicero,Southwest Side,2026-12-31,Park #484/Madigan Fields Build out ,2009,Committed,-2824023,55972,T-124
301,67th/Cicero,Southwest Side,2026-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,308646,364618,T-124
302,67th/Cicero,Southwest Side,2026-12-31,Administrative Costs ,2010,Committed,-11916,352702,T-124
303,67th/Cicero,Southwest Side,2026-12-31,SL Midway Payment 2010 ,2010,Committed,-251248,101454,T-124
304,67th/Cicero,Southwest Side,2026-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,308646,410100,T-124
305,69th and Ashland,South Side,2028-12-31,FY Beginning Cash Balance ,2009,Appropriated,658528,658528,T-138
306,69th and Ashland,South Side,2028-12-31,"Finch, LP RDA ",2009,Appropriated,-170459,488069,T-138
307,69th and Ashland,South Side,2028-12-31,Ralph's Grocery RDA ,2009,Appropriated,-248437,239632,T-138
308,69th and Ashland,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,58704,298336,T-138
309,69th and Ashland,South Side,2028-12-31,Administrative Costs ,2010,Committed,-1085,297251,T-138
310,69th and Ashland,South Side,2028-12-31,"Finch, LP RDA ",2010,Committed,-175000,122251,T-138
311,69th and Ashland,South Side,2028-12-31,Ralph's Grocery RDA ,2010,Committed,-250000,-127749,T-138
312,69th and Ashland,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,58704,-69046,T-138
313,69th and Ashland,South Side,2028-12-31,Administrative Costs ,2011,Committed,-1085,-70131,T-138
314,69th and Ashland,South Side,2028-12-31,"Finch, LP RDA ",2011,Committed,-175000,-245131,T-138
315,69th and Ashland,South Side,2028-12-31,Ralph's Grocery RDA ,2011,Committed,-250000,-495131,T-138
316,69th and Ashland,South Side,2028-12-31,FY Beginning Cash Balance ,2009,Appropriated,3791670,3791670,T-138
317,69th and Ashland,South Side,2028-12-31,Relocation account ,2009,Appropriated,-21546,3770124,T-138
318,69th and Ashland,South Side,2028-12-31,Pre-acquisition account  -- add'l ,2009,Appropriated,-60000,3710124,T-138
319,69th and Ashland,South Side,2028-12-31,Demolition account increase ,2009,Appropriated,-64700,3645424,T-138
320,69th and Ashland,South Side,2028-12-31,"Arterial streets ADA ramps design & construction  (min = 37,200 for design) ",2009,Appropriated,-305500,3339924,T-138
321,69th and Ashland,South Side,2028-12-31,Acquisition budget adjustment ,2009,Appropriated,-372880,2967044,T-138
322,69th and Ashland,South Side,2028-12-31,Acquisiton 6830-6842 S Stony Island  -- add'l ,2009,Appropriated,-420000,2547044,T-138
323,69th and Ashland,South Side,2028-12-31,"Stony Island Bank Building: clean up, repair, property management costs ",2009,Committed,-75150,2471894,T-138
324,69th and Ashland,South Side,2028-12-31,Acquistion 6734 S. Stony Island ,2009,Committed,-300000,2171894,T-138
325,69th and Ashland,South Side,2028-12-31,Demolition increase ,2009,Committed,-526000,1645894,T-138
326,69th and Ashland,South Side,2028-12-31,Acquisition ,2009,Committed,-2100000,-454106,T-138
327,69th and Ashland,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,3110242,2656136,T-138
328,69th and Ashland,South Side,2028-12-31,Administrative Costs ,2010,Committed,-53700,2602436,T-138
329,69th and Ashland,South Side,2028-12-31,Montclare RDA Note Debt Service Payment 2010 ,2010,Committed,-68500,2533936,T-138
330,69th and Ashland,South Side,2028-12-31,MSAC Ph.1 Debt Service 2010 - 71st/Stony Island share - S. Shore HS ,2010,Committed,-1524413,1009523,T-138
331,69th and Ashland,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,3110242,4119765,T-138
332,69th and Ashland,South Side,2028-12-31,Administrative Costs ,2011,Committed,-53700,4066065,T-138
333,69th and Ashland,South Side,2028-12-31,Montclare RDA Note Debt Service Payment 2011 ,2011,Committed,-68500,3997565,T-138
334,69th and Ashland,South Side,2028-12-31,MSAC Ph.1 Debt Service 2011 - 71st/Stony Island share - S. Shore HS ,2011,Committed,-1723838,2273727,T-138
335,69th and Ashland,South Side,2028-12-31,FY Beginning Cash Balance ,2009,Appropriated,1752501,1752501,T-138
336,69th and Ashland,South Side,2028-12-31,Tootsie Roll Industries Note Payment ,2009,Committed,-147978,1604523,T-138
337,69th and Ashland,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,291359,1895882,T-138
338,69th and Ashland,South Side,2028-12-31,Administrative Costs ,2010,Committed,-10409,1885473,T-138
339,69th and Ashland,South Side,2028-12-31,Tootsie Roll Industries Note Payment ,2010,Committed,-147978,1737495,T-138
340,69th and Ashland,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,291359,2028854,T-138
341,69th and Ashland,South Side,2028-12-31,Administrative Costs ,2011,Committed,-10409,2018445,T-138
342,69th and Ashland,South Side,2028-12-31,Tootsie Roll Industries Note Payment ,2011,Committed,-155689,1862756,T-138
343,73rd & University,South Side,2016-11-17,FY Beginning Cash Balance ,2009,Appropriated,503560,503560,T-145
344,73rd & University,South Side,2016-11-17,Nabisco Payment ,2009,Committed,-300000,203560,T-145
345,73rd & University,South Side,2016-11-17,Estimated Incremental Property Tax Revenue ,2010,Committed,0,203560,T-145
346,73rd & University,South Side,2016-11-17,Administrative Costs ,2010,Committed,-6431,197128,T-145
347,73rd & University,South Side,2016-11-17,Nabisco Payment ,2010,Committed,-42976,154152,T-145
348,73rd & University,South Side,2016-11-17,Estimated Incremental Property Tax Revenue ,2011,Committed,0,154152,T-145
349,73rd & University,South Side,2016-11-17,Administrative Costs ,2011,Committed,-6431,147721,T-145
350,73rd & University,South Side,2016-11-17,Nabisco Payment ,2011,Committed,-42976,104745,T-145
351,73rd & University,South Side,2016-11-17,FY Beginning Cash Balance ,2009,Appropriated,695183,695183,T-145
352,73rd & University,South Side,2016-11-17,Estimated Incremental Property Tax Revenue ,2010,Committed,695000,1390183,T-145
353,73rd & University,South Side,2016-11-17,Estimated Incremental Property Tax Revenue ,2011,Committed,695000,2085183,T-145
354,79th/Cicero,Southwest Side,2029-12-31,FY Beginning Cash Balance ,2009,Appropriated,152917,152917,T-140
355,79th/Cicero,Southwest Side,2029-12-31,Professional Services Account - TIF Consultant Fees ,2009,Appropriated,-10000,142917,T-140
356,79th/Cicero,Southwest Side,2029-12-31,Administrative Costs ,2009,Committed,0,142917,T-140
357,79th/Cicero,Southwest Side,2029-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,162800,305717,T-140
358,79th/Cicero,Southwest Side,2029-12-31,Administrative Costs ,2010,Committed,0,305717,T-140
359,79th/Cicero,Southwest Side,2029-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,162800,468517,T-140
360,79th/Cicero,Southwest Side,2029-12-31,Administrative Costs ,2011,Committed,0,468517,T-140
361,79th/Cicero,Southwest Side,2029-12-31,FY Beginning Cash Balance ,2009,Appropriated,4056395,4056395,T-140
362,79th/Cicero,Southwest Side,2029-12-31,Wrightwood Senior Apts Payment @ 50% Completion ,2009,Appropriated,-1000000,3056395,T-140
363,79th/Cicero,Southwest Side,2029-12-31,Vertical clearance imrprovements: 79th & Leavitt ,2009,Committed,-606200,2450195,T-140
364,79th/Cicero,Southwest Side,2029-12-31,SBIF ,2009,Pending,-500000,1950195,T-140
365,79th/Cicero,Southwest Side,2029-12-31,ADA ramps  -- cost TBD ,2009,Proposed,0,1950195,T-140
366,79th/Cicero,Southwest Side,2029-12-31,"Lighting: 70th, Honore to Western ",2009,Proposed,-1750000,200195,T-140
367,79th/Cicero,Southwest Side,2029-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,724691,924886,T-140
368,79th/Cicero,Southwest Side,2029-12-31,Administrative Costs ,2010,Committed,-20000,904886,T-140
369,79th/Cicero,Southwest Side,2029-12-31,Wrightwood Senior Apts Payment @ 100% Completion ,2010,Committed,-950000,-45114,T-140
370,79th/Cicero,Southwest Side,2029-12-31,Wrightwood Senior Apts Payment @ 75% Completion ,2010,Committed,-1000000,-1045114,T-140
371,79th/Cicero,Southwest Side,2029-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,724691,-320423,T-140
372,79th/Cicero,Southwest Side,2029-12-31,Administrative Costs ,2011,Committed,-20000,-340423,T-140
373,79th/Vincennes,South Side,2031-12-31,FY Beginning Cash Balance ,2009,Appropriated,406023,406023,T-155
374,79th/Vincennes,South Side,2031-12-31,GO Reimbursement for TIF Eligiblity Study ,2009,Appropriated,-169399,236624,T-155
375,79th/Vincennes,South Side,2031-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,406000,642624,T-155
376,79th/Vincennes,South Side,2031-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,406000,1048624,T-155
377,79th/Vincennes,South Side,2031-12-31,FY Beginning Cash Balance ,2009,Appropriated,2723328,2723328,T-155
378,79th/Vincennes,South Side,2031-12-31,Glazier Pay-As-You-Go 2009 ,2009,Committed,-50000,2673328,T-155
379,79th/Vincennes,South Side,2031-12-31,Broadband Initiative ,2009,Committed,-347945,2325383,T-155
380,79th/Vincennes,South Side,2031-12-31,SBIF ,2009,Committed,-500000,1825383,T-155
381,79th/Vincennes,South Side,2031-12-31,A Gresham Plaza Retail LLC  -- 79th & Racine ,2009,Committed,-560000,1265383,T-155
382,79th/Vincennes,South Side,2031-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,690945,1956329,T-155
383,79th/Vincennes,South Side,2031-12-31,Administrative Costs ,2010,Committed,-13959,1942370,T-155
384,79th/Vincennes,South Side,2031-12-31,Glazier Pay-As-You-Go 2010 ,2010,Committed,-50000,1892370,T-155
385,79th/Vincennes,South Side,2031-12-31,Glazier Payment at Project Completion ,2010,Committed,-272500,1619870,T-155
386,79th/Vincennes,South Side,2031-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,690945,2310816,T-155
387,79th/Vincennes,South Side,2031-12-31,Administrative Costs ,2011,Committed,-13959,2296857,T-155
388,79th/Vincennes,South Side,2031-12-31,Glazier Pay-As-You-Go 2011 ,2011,Committed,-50000,2246857,T-155
389,83rd/Stewart,South Side,2028-12-31,FY Beginning Cash Balance ,2009,Appropriated,228546,228546,T-133
390,83rd/Stewart,South Side,2028-12-31,Professional Services - Project Review USE ,2009,Appropriated,-25000,203546,T-133
391,83rd/Stewart,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,72787,276333,T-133
392,83rd/Stewart,South Side,2028-12-31,Administrative Costs ,2010,Committed,-4000,272333,T-133
393,83rd/Stewart,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,72787,345120,T-133
394,83rd/Stewart,South Side,2028-12-31,Administrative Costs ,2011,Committed,-4000,341120,T-133
395,83rd/Stewart,South Side,2028-12-31,FY Beginning Cash Balance ,2009,Appropriated,4239983,4239983,T-133
396,83rd/Stewart,South Side,2028-12-31,Demolition: 7801 S. Cottage Grove Building ,2009,Appropriated,-75000,4164983,T-133
397,83rd/Stewart,South Side,2028-12-31,Whitney Young Library  -- 79th & King Drive: demo ,2009,Committed,-1000000,3164983,T-133
398,83rd/Stewart,South Side,2028-12-31,Broadband Initiative ,2009,Pending,-35195,3129788,T-133
399,83rd/Stewart,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,1808744,4938532,T-133
400,83rd/Stewart,South Side,2028-12-31,Administrative Costs ,2010,Committed,-34400,4904132,T-133
401,83rd/Stewart,South Side,2028-12-31,MSAC Ph.1 Debt Service 2010 - port to 71st/Stony Island - S. Shore HS ,2010,Committed,-1285480,3618652,T-133
402,83rd/Stewart,South Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,1808744,5427396,T-133
403,83rd/Stewart,South Side,2028-12-31,Administrative Costs ,2011,Committed,-34400,5392996,T-133
